movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path
Krai Thong,"['Action', 'Fantasy', 'Horror']","This film tells the legendary tale of hero Krai Thong, who used his extreme force, strength of will and superhuman skills when entering a battle to confront the largest crocodile in the world. This fierce monster, Chalawan, has the power of turning into a human being when he ente... Read all","['crocodile', 'giant crocodile']",Suthat Intaranupakorn,"['Chutima Every', 'Jet Padoongtum', 'Suthat Intaranupakorn', 'Winai Kraibutr', 'Chutima Every']",Winai Kraibutr,/title/tt0322991/
Can Feda,"['Action', 'War']",The national struggle of two soldiers for the homeland.,"['struggle', ""turkey's war on terror"", 'turkey the country', 'turkish history']",Çagatay Tosun,"['Burak Özçivit', 'Kerem Bürsin', 'Melike Yalova', 'Çagatay Tosun', 'Zafer Külünk']",Zafer Külünk,/title/tt7442274/
Irrationale,"['Action', 'Crime']","IRRATIONALE tells the story of Andrew, a troubled loner who is accused of the murder of world-famous action movie star Matt Hewing. On the run and with no memory of the event he is dragged into a dark web of deceit along with Kyra, a disgraced former cop as they try to unravel th... Read all",[],Roderick Gadaev,"['Cuba Gooding Jr.', 'Tony Nikolakopoulos', 'Roderick Gadaev', 'Roderick Gadaev', 'Cuba Gooding Jr.']",Roderick Gadaev,/title/tt20243460/
Mission Impossible Versus the Mob,"['Action', 'Adventure']",Jim Phelps leads the impossible Mission Force to smash the criminal syndicate whose head is Frank Wayne. Adapted from a TV series.,"['spy', 'sequel']",Paul Stanley,"['Bruce Geller', 'William Read Woodfield', 'Peter Graves', 'Martin Landau', 'Barbara Bain']",Allan Balter,/title/tt0063310/
Sanctioning Evil,['Action'],"After being discharged from the military, Sgt. Barnes finds his way back into society via a charismatic Politician with a covert plan to eliminate an underground criminal element.",[],Ante Novakovic,"['Lance Sharp', 'Zach McGowan', 'Taryn Manning', 'Tobias Truvillion', 'Ante Novakovic']",Kyle Travis Sharp,/title/tt12844586/
Never Say Die,"['Action', 'Comedy']",A young couple are mysteriously pursued by people with increasingly elaborate attempts to kill them; they narrowly escape death repeatedly via a series of car chases and shoot-outs.,"['taxi', 'taxi driver', 'train', 'independent film']",Geoff Murphy,"['Geoff Murphy', 'Temuera Morrison', 'Lisa Eilbacher', 'George Wendt', 'Geoff Murphy']",Andy Borowitz,/title/tt0095721/
God of Thunder,"['Action', 'Adventure', 'Fantasy']","Thor pursues Loki, but in the journey, he is rendered defenceless, awakening on Earth without his mighty hammer, or his memory. Alone and disoriented, Enlisting the help of a female human companion,","['journey', 'superhero', 'marvel comics']",Thomas Shapiro,"['Thomas Shapiro', 'Max Aria', 'Jacqui Holland', 'Preston James Hillier', 'Thomas Shapiro']",Sean Lee,/title/tt4527268/
Playing with Fire,"['Action', 'Crime', 'Drama']",none,"['gangster', 'trilogy']",See company contact information,"['See producer', 'See preliminary cast']",See writer,/title/tt3622296/
Playing with Fire,['Drama'],"A man whose girl is threatened to be kidnapped sends her for protection with a private detective. He takes her to a mansion, where many kidnapped girls waiting to be ransomed are drugged and subjugated to all kinds of sexual depravities.","['female full frontal nudity', 'female rear nudity', 'female nudity', 'female pubic hair', 'clothed male naked female scene', 'clothed female naked female scene', 'forced to strip', 'puffy nipples', 'female tied naked', 'humiliation']",Alain Robbe-Grillet,"['Jean-Louis Trintignant', 'Philippe Noiret', 'Anicée Alvina', 'Alain Robbe-Grillet', 'Alain Robbe-Grillet']",Alain Robbe-Grillet,/title/tt3622296/
Pentathlon,"['Action', 'Drama', 'Thriller']","An Olympic gold medalist escapes to freedom in the US, only to be tracked down by his sadistic ex-coach.","['olympics', 'gold medal', 'coach', 'racial slur', 'neo nazi', 'defection', 'athlete', 'racism', 'communist', 'low budget']",Bruce Malmuth,"['Bruce Malmuth', 'Gary T. McDonald', 'Dolph Lundgren', 'David Soul', 'Renée Coleman']",William Stadiem,/title/tt0110805/
Tarzan and the Slave Girl,"['Action', 'Adventure']","As Jane and the local tribeswomen are abducted one by one by the wild Lionians, Tarzan attempts to persuade their prince to accept a potent medicament for his ailing men, while the girls face certain death. Can Tarzan set them free?","['1950s', 'tarzan character', 'psychotronic film', 'man wears a loincloth', 'timeframe 1950s', 'fourteenth part', 'bare chested male', 'sequel', 'character name in title']",Lee Sholem,"['Arnold Belgard', 'Edgar Rice Burroughs', 'Lex Barker', 'Vanessa Brown', 'Robert Alda']",Hans Jacoby,/title/tt0043025/
Shooting Heroin,"['Action', 'Drama', 'Thriller']",A small town community comes together to eradicate the heroin epidemic from its midst by whatever means necessary.,"['violence', 'revenge', 'young adults', 'police', 'independent film', 'based on true story']",Spencer T. Folmar,"['Sherilyn Fenn', 'Cathy Moriarty', 'Nicholas Turturro', 'Spencer T. Folmar', 'Spencer T. Folmar']",Spencer T. Folmar,/title/tt8332454/
Accident,"['Action', 'Thriller']",A group of teenagers suffer a terrible accident during a joy ride and get trapped at the bottom of a ravine.,['teenager'],Dan Tondowski,"['Tamer Burjaq', 'Roxane Hayward', 'Karl Thaning', 'Dan Tondowski', 'Dan Tondowski']",Dan Tondowski,/title/tt3313054/
Bang Boom Bang - Ein todsicheres Ding,"['Action', 'Comedy', 'Crime']","A violent chain of events ensues as a jailed criminal arranges to buy a car from a shady car dealer, unaware that his partner in freedom has squandered most of the money from their last bank robbery on horse race betting.","['raising money', 'german criminal', 'rage', 'dead man', 'slacker', 'betting', 'jail', 'jail break', 'safecracker', 'jealousy']",Peter Thorwarth,"['Peter Thorwarth', 'Oliver Korittke', 'Markus Knüfken', 'Ralf Richter', 'Peter Thorwarth']",Stefan Holtz,/title/tt0135790/
Kid,"['Action', 'Thriller']",A mysterious man returns to his former hometown to take revenge on the locals who murdered his parents when he was a boy.,"['rock soundtrack', 'happy ending', 'mercy', 'moving on', 'neo western', 'father daughter relationship', 'pet dog', 'shoulder wound', 'love interest', 'vigilantism']",John Mark Robinson,"['C. Thomas Howell', 'Sarah Trigger', 'Brian Austin Green', 'John Mark Robinson', 'Leslie Bohem']",Leslie Bohem,/title/tt0102205/
Black Gunn,"['Action', 'Crime', 'Thriller']","A black militant group robs a Mafia bookie joint and also steals the incriminating ledgers which, in turn, prompts retaliation from the mob.","['blaxploitation', 'neo noir', 'blow torch', 'character name as title', 'nickname as title', 'vietnam war veteran', 'rolls royce', 'tenpin bowling', 'cadillac', 'wristwatch']",Robert Hartford-Davis,"['Robert Hartford-Davis', 'Franklin Coen', 'Jim Brown', 'Martin Landau', 'Brenda Sykes']",Robert Shearer,/title/tt0068281/
Kabali,"['Action', 'Crime', 'Drama']",A reformed gangster is released from prison and attempts to protect his family from his enemies.,"['revenge', 'character name as title', 'organized crime', 'timeframe 1980s', 'timeframe 2010s', 'gangster', 'tamil', 'blood splatter', 'arm severed by sword', 'graphic violence']",Pa. Ranjith,"['Pa. Ranjith', 'Rajinikanth', 'Winston Chao', 'Radhika Apte', 'Pa. Ranjith']",Mohan Nair,/title/tt5071886/
Terror Birds,"['Action', 'Adventure', 'Comedy']","When Maddy Stern discovers her father has gone missing during a routine birdwatching excursion, she and her college pals trek out into the wilderness to find him, only to end up in a wealthy scientist's desolate ranch aviary, where they encounter a pair of giant, hungry terror bi... Read all","['stock footage', 'giant bird', 'aves', 'creature feature']",Sean Cain,"['Jessica Lee Keller', 'Lindsey Sporrer', 'Greg Evigan', 'Sean Cain', 'Jake Helgren']",Jake Helgren,/title/tt4514660/
The Wild Country,"['Action', 'Adventure', 'Comedy']",A family leaves city life to take possession of a Wyoming ranch.,"['jackson hole wyoming', 'family relocvation', 'post civil war', 'pioneer family', 'grand teton mountains', 'wyoming', 'migration', 'homesteader', 'irrigation ditch', 'destruction']",Robert Totten,"['Paul Savage', 'Ralph Moody', 'Steve Forrest', 'Vera Miles', 'Ron Howard']",Calvin Clements Jr.,/title/tt0067985/
Ibrahim Labyad,"['Action', 'Drama']","Witnessing the Killing of his father as a kid, Ibraheim is dragged to the criminal underworld of Egypt. While making a name for himself, his plans meets Abdul-Malek Zarzur, the crime lord of the town.","['gangster', 'vengeance', 'gang violence']",Marwan Hamed,"['Aboelhassan Abbas', 'Ahmed el-Sakka', 'Hind Sabri', 'Amr Waked', 'Marwan Hamed']",Ahmed Maher,/title/tt1459040/
Madurey,['Action'],An IAS Officer disguises himself as a vegetable vendor in order to nab down a highly potent criminal.,['disguise'],R. Madhesh,"['R. Madhesh', 'Thalapathy Vijay', 'Sonia Agarwal', 'Rakshitha', 'R. Madhesh']",Bharathan,/title/tt0422689/
Thor: God of Thunder,"['Action', 'Fantasy']","Thor's villainous uncle Loki has escaped Asgard to search for Yggdrasil - The Tree of the Nine Realms. The tree holds the power of the Universe and is hidden away on Earth. With the help of giant wolf god Fenrir, Loki plans to destroy the tree and replant it in his image, giving ... Read all",[],Noah Luke,"['Vernon Wells', 'Myrom Kingery', 'Vaune Suitt', 'Noah Luke', 'Steve Doucette']",Steve Doucette,/title/tt21053530/
Provocateur,"['Action', 'Drama', 'Thriller']","In 1994 South Korea, a female North Korean spy integrates herself as a housekeeper for U.S. military officer to steal classified documents, but soon worries about her cover when she falls for the teenage son of the officer.","['breasts', 'bare breasts', 'female nudity', 'half asian', 'half korean', 'hapa', 'coffee', 'interracial kiss', 'interracial', 'south korea']",Jim Donovan,"['Jane March', 'Stephen Mendel', 'Lillo Brancato', 'Jim Donovan', 'Roger Kumble']",Roger Kumble,/title/tt0134912/
PSV Garuda Vega,"['Action', 'Drama']","A hacker tries to sell sensitive data related to a scam and an NIA officer accidentally gets involved, saving him from getting killed.",['scam'],Praveen Sattaru,"['Praveen Sattaru', 'Rajasekhar', 'Pooja Kumar', 'Thrigun', 'Praveen Sattaru']",Niranjan Ramireddy,/title/tt6613470/
Lovely But Deadly,"['Action', 'Drama', 'Thriller']",A cheerleader goes undercover to fight drug dealers because her brother OD'd and her fellow cheerleaders are hooked.,"['sexploitation', 'female cheerleader', 'double cross', 'male drug dealer', 'narcotics', 'narcotic abuse', 'death of brother', 'revenge', 'brother sister relationship', 'cheerleader']",David Sheldon,"['David Sheldon', 'Lawrence David Foldes', 'Lucinda Dooling', 'John Randolph', 'Mel Novak']",Patricia Joyce,/title/tt0082685/
Alamo Bay,"['Action', 'Drama', 'Romance']",A despondent Vietnam veteran in danger of losing his livelihood is pushed to the edge when he sees Vietnamese immigrants moving into the fishing industry in a Texas bay town.,"['texas', 'fish factory', 'timeframe 1970s', 'timeframe 1980s', 'fishing industry', 'vietnamese', 'immigrant', 'fishing', 'vietnam', 'vietnam war veteran']",Louis Malle,"['Amy Madigan', 'Ed Harris', 'Ho Nguyen', 'Louis Malle', 'Alice Arlen']",Alice Arlen,/title/tt0088689/
Dire Wolf,"['Action', 'Horror', 'Sci-Fi']","A vicious genetically modified creature that's half human and half dire wolf escapes from a research facility so it can go on a murderous rampage in a quiet rural community. It's up to the easygoing Sheriff Parker, eager game warden Jim, and a couple of government agents to stop ... Read all","['small town', 'monster', 'sheriff', 'gore', 'mutation', 'werewolf', 'genetic experimentation', 'obsessive compulsive disorder', 'scientist', 'woods']",Fred Olen Ray,"['Patrick Moran', 'Maxwell Caulfield', 'Steven Lee Allen', 'Dawn Ann Billings', 'Fred Olen Ray']",Dan Golden,/title/tt1265294/
Dushmani: A Violent Love Story,"['Action', 'Drama', 'Romance']","In order to settle personal scores; two gang leaders, Jai Singh and Oberoi fight for many years in gang-wars. There enmity multiplies when Jai's younger brother, Suraj falls in love with Oberoi's sister, Sapna which forces Suraj and Sapna to elope. Jai then locates the duo and br... Read all","['forbidden love', 'death of brother', 'betrayal by friend', 'bald man', 'brother brother relationship', 'love triangle', 'shot to death', 'arrest', 'shot in the chest', 'obsessive love']",Sanjay Khanna,"['Bunty Soorma', 'Karan Razdan', 'Sunny Deol', 'Jackie Shroff', 'Manisha Koirala']",Karan Razdan,/title/tt0112916/
Strega,"['Action', 'Comedy', 'Sci-Fi']","In the year 20XX, Japan has regulated superheroes and its society in general with a new ID system called the ""Vector Card"". But when a boisterous Vector Card hacker threatens to turn all the citizens of Tokyo into monsters, it is up to a blue collar superhero named Strega (former... Read all",[],Bueno,"['Bueno', 'Mai Miori', 'Haruna Ayane', 'Bueno', 'Ryou Kumaou']",Ryou Kumaou,/title/tt7237010/
The Second Coming of Christ,"['Action', 'Drama', 'Family']","The journey of a woman scientist who, at the end of times, discovers that true Faith can bring Miracles.","['church', 'christian', 'gmo', 'rapture', 'apocalypse']",Daniel Anghelcev,"['Daniel Anghelcev', 'Diana Angelson', 'Jason London', 'Quinton Aaron', 'Daniel Anghelcev']",Diana Angelson,/title/tt3543918/
RX Suri,['Action'],"RX Suri is inspired from the life story of Paritaala Soori, who was infamous for his criminal activities in the Rayalaseema province of Andhra Pradesh.",['criminal'],Shrijai,"['Akanksha', 'Sadhu Kokila', 'Adi Lokesh', 'Shrijai', 'Shrijai']",Shrijai,/title/tt4995784/
Goemon,"['Action', 'Drama', 'History']","Based on a Japanese folk legend that echoes the tale of Robin Hood, this ninja thriller follows the exploits of Goemon Ishikawa (Yôsuke Eguchi), who leaves his fighting clan after its chief is murdered and uses his skills as a thief to help the poor. But after learning the identi... Read all","['character name as title', 'forename as title', 'death', 'shadow warrior', 'sword fight', 'ninja master', 'ninjitsu', 'ninja warrior', 'katana sword', 'brawling']",Kazuaki Kiriya,"['Tetsurô Takita', 'Yôsuke Eguchi', 'Takao Osawa', 'Ryôko Hirosue', 'Kazuaki Kiriya']",Kazuaki Kiriya,/title/tt1054122/
The Last Rescue,"['Action', 'Drama', 'War']","World War II: Shortly after D-Day, three American soldiers and two Army Corps nurses are stranded behind enemy lines. They take a high-ranking German officer as their prisoner and try to orchestrate an escape.","['year 1944', '1940s', 'military', 'man', 'woman', 'u.s. military', 'u.s. soldier', 'enemy', 'german soldier', 'world war two soldier']",Eric Colley,"['Hallie Shepherd', 'Brett Cullen', 'Cody Kasch', 'Gilles Marini', 'Eric Colley']",Sean Gleaves,/title/tt3396166/
Yajamana,['Action'],A man tries to stop a ruthless business tycoon from destroying a village's livelihood.,['business'],V. Harikrishna,"['Chetan', 'V. Harikrishna', 'Darshan Thoogudeep', 'Rashmika Mandanna', 'Dhananjaya']",Ponkumaran,/title/tt9315438/
One in the Chamber,"['Action', 'Thriller']",An assassin plays both sides in a Russian gang war and becomes the target of an unknown enemy.,"['sex scene', 'body lands on a car', 'prague czechoslovakia', 'assassin', 'money', 'russian', 'mobster', 'gang war', 'mafia', 'murder']",William Kaufman,"['Derek Kolstad', 'Chad Law', 'Cuba Gooding Jr.', 'Dolph Lundgren', 'Claudia Bassols']",Benjamin Shahrabani,/title/tt1881024/
Ajab Prem Ki Ghazab Kahani,"['Action', 'Comedy', 'Romance']","The wacky adventures of a young man who is willing to sacrifice his own love to insure the happiness of others, even trying to get the girl of his dreams married to the guy of her dreams.",['istanbul turkey'],Rajkumar Santoshi,"['Rajkumar Santoshi', 'R.D. Tailang', 'Ranbir Kapoor', 'Katrina Kaif', 'Darshan Jariwala']",K. Rajeshwar,/title/tt1252596/
